Name                             IS_Rad        IS_x        IS_y        IS_z      ES_Rad        ES_x        ES_y        ES_z      Acoeff  Sphericity         BSR    Round DP  Round MaxC      Length       Width       Thick          D2          D3    Corey SF         ASF         MPS         ESF     Hofmann
cement152-anm-02437.dat            6.97       0.574        1.22    8.26e-17        15.5      -0.111       -0.58       0.325        5.63       0.875       0.448       0.843       0.458        31.1        21.7        15.8        21.4        16.4       0.634       0.943       0.738       0.688       0.968
cement152-anm-02439.dat            6.08       0.482       -1.48       -1.29        13.9        0.85        1.03        3.37        6.04       0.812       0.436       0.778       0.398        27.7        21.8        16.1        21.8        16.1       0.654       0.957       0.753       0.719       0.978
cement152-anm-02451.dat            6.71        3.32       0.853       0.881        18.6     -0.0746       0.041      0.0906        5.92       0.824       0.362       0.765       0.529        37.2          28        15.3        27.8        15.4       0.477       0.884       0.611       0.544       0.947
cement152-anm-02452.dat            4.93         5.3         2.1       -1.46        20.3     -0.0784       -1.25        1.33        6.59       0.743       0.242       0.642       0.449        40.7        16.9          12        16.9          12       0.456        0.83       0.592       0.454       0.874
cement152-anm-02453.dat            4.41        2.57        1.42      -0.754        17.5       -1.21    1.49e-16        3.07        6.63       0.732       0.252       0.648        0.51        35.5        25.9        10.4        25.9        10.4       0.342       0.781       0.489       0.398       0.906
cement152-anm-02459.dat            6.86       0.113        -1.8       0.228        15.2      -0.324         1.7       -2.38        5.77       0.854        0.45       0.817       0.463        30.4        24.3        15.6        24.3        15.6       0.573       0.932        0.69       0.644       0.968
cement152-anm-02460.dat            6.14       -6.31         2.5         1.3        28.5        3.88       -3.64       -2.93        7.26       0.666       0.215       0.537       0.414        57.5        20.2        14.3        20.2        14.3       0.418       0.793       0.559       0.395       0.834
cement152-anm-02465.dat            5.67        7.14       0.903       -1.85        15.8      -0.829    1.02e-16        1.51        6.06       0.811       0.358       0.737       0.438        31.6          17        12.4        16.9        12.5       0.538       0.891       0.662       0.568       0.929
cement152-anm-02466.dat            20.1       -8.08        4.44       -3.65        45.9       -1.67        5.15       0.684           6        0.82       0.437       0.789       0.444        92.2        62.3        56.1        62.3        56.1       0.739       0.964       0.818       0.779       0.978
cement152-anm-02469.dat            8.02       -1.62       0.416      -0.787        18.3     -0.0945       0.291       -2.42        5.79       0.852       0.439        0.82       0.433        36.7        21.3        23.4          21          22       0.792       0.951       0.856       0.799       0.968
cement152-anm-02472.dat            5.58       -1.66       0.657       0.112        16.4       0.338       0.186       -2.02        6.27        0.79        0.34       0.743       0.434        32.9        17.5        17.9        17.5        17.9       0.745       0.938       0.821       0.749       0.957
cement152-anm-02473.dat            5.47        6.69           0       -1.28        17.3     -0.0542       0.862        3.36        6.54       0.747       0.317       0.675        0.47        34.7        22.7        13.2        22.7        13.2       0.471       0.874       0.606       0.526       0.935
cement152-anm-02477.dat            6.39       -5.01       -1.29       0.653        28.1        1.48       -3.15       0.219        7.02       0.704       0.228       0.598       0.447        56.9          23        14.2          23        14.2       0.392        0.79       0.535        0.39        0.85
cement152-anm-02485.dat             7.6       0.808        1.72       -1.04        15.4       0.653       -1.39        1.44        6.02       0.823       0.494       0.795       0.428        30.6        28.2        19.7        28.2        19.7       0.671       0.966       0.766       0.741       0.985
cement152-anm-02487.dat               5        2.38        1.73      -0.562        12.3       -1.08        -2.3       0.825         5.9        0.81       0.406       0.752       0.431        24.6        16.7        12.5        16.7        12.5       0.614       0.937       0.723       0.669       0.964
cement152-anm-02488.dat            4.81        6.33       -1.63        1.25        24.8        1.79        2.81      -0.421        7.14       0.655       0.194       0.545         0.5          50        31.3        11.3        31.3        11.2       0.282       0.712        0.43       0.322       0.869
cement152-anm-02489.dat             6.5       -1.49        -1.4      -0.527        13.4       0.376      -0.593        1.11        5.82       0.847       0.484       0.817       0.446        26.5        24.5        17.1        24.5        17.6       0.692       0.971       0.782        0.76       0.987
cement152-anm-02490.dat            5.87       -3.53       0.447       -0.68        16.3       -1.69      -0.931       0.369        6.07       0.799        0.36        0.75       0.467        32.7        26.6        14.3        26.6        14.3       0.487       0.892       0.619       0.558       0.953
cement152-anm-02491.dat            9.39       -2.91       -4.59        -1.4        21.9        4.64        1.19        2.64        6.15       0.807       0.429       0.766       0.493        43.8        30.2        26.7        30.2        26.7       0.736       0.965       0.815       0.778       0.979
cement152-anm-02492.dat            8.57       -4.87       -2.68       -0.35        21.9       0.198        3.14      -0.601        6.29       0.782       0.391       0.734       0.493        43.3        38.2        24.1        37.8        24.4       0.603       0.945       0.713       0.676       0.976
